Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date,Price_Per_SQM,Amenity_Score,Listing_Month,Distance_to_CBD_KM
Lavington,Apartment,2,2,120,"Security, Parking",80000,For Rent,2026-02-07,666.6666666666666,2,2,4.5
Ruiru,House,3,3,120,"Security, Parking",7500000,For Sale,2026-01-14,62500.0,2,1,10.0
Karen,House,4,4,180,"Security, Parking",65000000,For Sale,2026-01-05,361111.1111111111,2,1,13.5
Mombasa,Apartment,4,4,180,"Security, Parking",100000,For Rent,2025-12-13,555.5555555555555,2,12,10.0
Lavington,Apartment,3,4,120,"Security, Parking",120000,For Rent,2026-02-15,1000.0,2,2,4.5
Westlands,Apartment,2,2,80,"Security, Parking",85000,For Rent,2026-01-12,1062.5,2,1,5.2
Upper Hill,Apartment,3,3,120,"Security, Parking",90000,For Rent,2026-02-08,750.0,2,2,10.0
Jumba Ruins,Villa,3,3,120,"Security, Parking",17000000,For Sale,2026-01-18,141666.66666666666,2,1,10.0
Kilifi County,Townhouse,4,4,180,"Security, Parking",13000000,For Sale,2025-12-22,72222.22222222222,2,12,10.0
Milimani Estate,House,4,4,180,"Security, Parking",17000000,For Sale,2026-01-03,94444.44444444444,2,1,10.0
Westlands,Apartment,2,2,80,"Security, Parking",150000,For Rent,2025-12-17,1875.0,2,12,5.2
Kilimani,Apartment,3,2,120,"Security, Parking",90000,For Rent,2025-12-26,750.0,2,12,3.8
Airport Rd,Townhouse,4,4,180,"Security, Parking",12800000,For Sale,2025-11-25,71111.11111111111,2,11,10.0
Kikambala,Apartment,3,2,23,"Security, Parking",130000,For Rent,2025-11-27,5652.173913043478,2,11,10.0
Lenana Road,Apartment,3,3,120,"Security, Parking",100000,For Rent,2025-12-16,833.3333333333334,2,12,10.0
Garden Estate,Apartment,1,1,50,"Security, Parking",26000,For Rent,2026-01-19,520.0,2,1,10.0
Njumbi,Townhouse,4,4,180,"Security, Parking",92000000,For Sale,2026-01-05,511111.1111111111,2,1,10.0
Kisumu Central Area,Apartment,2,2,80,"Security, Parking",23000,For Rent,2026-01-15,287.5,2,1,10.0
Karen,Townhouse,5,5,250,"Security, Parking",140000000,For Sale,2025-12-10,560000.0,2,12,13.5
Casaurina,House,4,4,180,"Security, Parking",40000000,For Sale,2026-02-08,222222.22222222222,2,2,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",95000,For Rent,2025-11-27,791.6666666666666,2,11,3.8
Diani,Villa,3,3,120,"Security, Parking",6950000,For Sale,2026-02-10,57916.666666666664,2,2,10.0
Brookside,Apartment,3,3,120,"Security, Parking",100000,For Rent,2025-12-07,833.3333333333334,2,12,10.0
Kileleshwa,Apartment,3,2,120,"Security, Parking",68000,For Rent,2026-01-30,566.6666666666666,2,1,4.2
Kitisuru,House,4,4,180,"Security, Parking",105000000,For Sale,2025-12-24,583333.3333333334,2,12,10.2
Riverside,Apartment,2,2,80,"Security, Parking",85000,For Rent,2025-12-12,1062.5,2,12,2.5
Kizingo,Villa,5,5,250,"Security, Parking",150000000,For Sale,2026-02-06,600000.0,2,2,10.0
Ongata Rongai,Townhouse,6,6,250,"Security, Parking",36000000,For Sale,2025-12-15,144000.0,2,12,10.0
Kikambala Road,Apartment,3,3,120,"Security, Parking",85000,For Rent,2025-12-20,708.3333333333334,2,12,10.0
Kangundo Road,Apartment,2,2,80,"Security, Parking",58000,For Rent,2026-01-04,725.0,2,1,10.0
Nyali Area,Villa,5,5,250,"Security, Parking",35000000,For Sale,2025-12-13,140000.0,2,12,10.0
Mombasa Road,Apartment,2,4,80,"Security, Parking",44000,For Rent,2026-02-15,550.0,2,2,10.0
Lavington,Apartment,3,2,120,"Security, Parking",110000,For Rent,2025-12-22,916.6666666666666,2,12,4.5
Limuru Road,Apartment,2,2,80,"Security, Parking",28000,For Rent,2025-12-03,350.0,2,12,10.0
Runda,House,6,6,250,"Security, Parking",155000000,For Sale,2026-02-10,620000.0,2,2,9.8
Kiambu Road,Townhouse,3,3,120,"Security, Parking",25000000,For Sale,2025-12-31,208333.33333333334,2,12,8.8
Mugutha,House,4,4,180,"Security, Parking",28500000,For Sale,2025-12-14,158333.33333333334,2,12,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",55000,For Rent,2025-12-08,687.5,2,12,4.2
Kimbo Matangi,House,3,3,120,"Security, Parking",7800000,For Sale,2026-02-08,65000.0,2,2,10.0
Westlands,Apartment,2,2,120,"Security, Parking",100000,For Rent,2026-01-19,833.3333333333334,2,1,5.2
Lenana Rd,Apartment,2,2,123,"Security, Parking",78000,For Rent,2025-12-09,634.1463414634146,2,12,10.0
Fourways Junction Estate,House,3,3,120,"Security, Parking",25000000,For Sale,2025-12-21,208333.33333333334,2,12,10.0
Fourways Junction Estate,Apartment,2,2,80,"Security, Parking",55000,For Rent,2026-01-12,687.5,2,1,10.0
Brookside Close,Apartment,3,4,120,"Security, Parking",85000,For Rent,2026-02-15,708.3333333333334,2,2,10.0
Imara Daima,House,4,4,180,"Security, Parking",20000000,For Sale,2025-12-26,111111.11111111111,2,12,10.0
Juja,House,3,3,120,"Security, Parking",8500000,For Sale,2026-02-17,70833.33333333333,2,2,10.0
Westlands,Apartment,3,2,120,"Security, Parking",65000,For Rent,2025-11-22,541.6666666666666,2,11,5.2
0208,Townhouse,4,4,180,"Security, Parking",12500000,For Sale,2025-12-15,69444.44444444444,2,12,10.0
Rosslyn,Villa,5,5,250,"Security, Parking",87500000,For Sale,2026-02-15,350000.0,2,2,10.0
Brookside,Apartment,3,3,120,"Security, Parking",150000,For Rent,2026-02-16,1250.0,2,2,10.0
Madaraka,Apartment,4,5,180,"Security, Parking",70000,For Rent,2025-12-09,388.8888888888889,2,12,10.0
Kibera Station Road,House,6,6,250,"Security, Parking",20000000,For Sale,2026-02-04,80000.0,2,2,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",50000000,For Sale,2026-01-27,200000.0,2,1,4.5
Kikambala,Villa,2,2,80,"Security, Parking",17000000,For Sale,2026-01-17,212500.0,2,1,10.0
Gatundu Road,Apartment,2,2,80,"Security, Parking",65000,For Rent,2026-01-06,812.5,2,1,10.0
Kiambu Road,Apartment,3,3,260,"Security, Parking",55000,For Rent,2025-12-05,211.53846153846155,2,12,8.8
Gikambura Road,Townhouse,3,3,120,"Security, Parking",8500000,For Sale,2026-01-25,70833.33333333333,2,1,10.0
Othaya Rd,Apartment,4,4,24,"Security, Parking",150000,For Rent,2026-02-16,6250.0,2,2,10.0
Nairobi,House,5,5,250,"Security, Parking",100000000,For Sale,2025-12-22,400000.0,2,12,10.0
Acacia,House,4,4,180,"Security, Parking",6200000,For Sale,2026-01-23,34444.444444444445,2,1,10.0
Kilimani,Apartment,1,1,50,"Security, Parking",60000,For Rent,2026-02-14,1200.0,2,2,3.8
099,Townhouse,5,5,250,"Security, Parking",50000000,For Sale,2026-01-28,200000.0,2,1,10.0
Edenville,Townhouse,4,4,180,"Security, Parking",25945000,For Sale,2026-01-23,144138.88888888888,2,1,10.0
Langata,House,4,4,180,"Security, Parking",26500000,For Sale,2026-01-03,147222.22222222222,2,1,11.3
Riverside,Apartment,3,5,120,"Security, Parking",145000,For Rent,2026-01-04,1208.3333333333333,2,1,2.5
Brookside,Apartment,1,1,50,"Security, Parking",140000,For Rent,2025-12-03,2800.0,2,12,10.0
Westlands,Apartment,2,3,170,"Security, Parking",110000,For Rent,2026-02-01,647.0588235294117,2,2,5.2
Limuru Road,Apartment,2,2,125,"Security, Parking",30000,For Rent,2025-11-28,240.0,2,11,10.0
Argwings Kodhek,Apartment,3,3,120,"Security, Parking",170000,For Rent,2025-11-22,1416.6666666666667,2,11,10.0
21 05 06,Apartment,2,1,157,"Security, Parking",65000,For Rent,2026-01-29,414.0127388535032,2,1,10.0
Lavington,Apartment,3,3,279,"Security, Parking",135000,For Rent,2026-01-08,483.8709677419355,2,1,4.5
Posta,House,4,4,180,"Security, Parking",26500000,For Sale,2025-12-17,147222.22222222222,2,12,10.0
Nyali Area,Apartment,3,4,120,"Security, Parking",160000,For Rent,2026-01-20,1333.3333333333333,2,1,10.0
Nyali Area,Villa,5,5,250,"Security, Parking",480000000,For Sale,2025-12-02,1920000.0,2,12,10.0
Sultan Palace,House,1,1,50,"Security, Parking",11000000,For Sale,2026-01-11,220000.0,2,1,10.0
21 05 03,Apartment,4,4,210,"Security, Parking",130000,For Rent,2025-12-01,619.047619047619,2,12,10.0
Loresho,Apartment,2,3,40470,"Security, Parking",55000,For Rent,2026-02-02,1.3590313812700765,2,2,7.5
Westlands,Apartment,3,2,120,"Security, Parking",120000,For Rent,2026-01-23,1000.0,2,1,5.2
Riverside,Apartment,3,4,120,"Security, Parking",140000,For Rent,2026-01-07,1166.6666666666667,2,1,2.5
Limuru Road,Apartment,2,2,80,"Security, Parking",40000,For Rent,2026-01-24,500.0,2,1,10.0
Riverside,Townhouse,5,5,250,"Security, Parking",52000000,For Sale,2026-01-26,208000.0,2,1,2.5
Riverside,Apartment,3,2,120,"Security, Parking",120000,For Rent,2026-01-28,1000.0,2,1,2.5
New Rain,House,3,3,120,"Security, Parking",10050000,For Sale,2026-01-29,83750.0,2,1,10.0
Ngong Road,Apartment,2,2,80,"Security, Parking",80000,For Rent,2025-12-26,1000.0,2,12,10.0
Parklands,Apartment,3,3,120,"Security, Parking",175000,For Rent,2025-12-28,1458.3333333333333,2,12,4.8
Karen,House,5,5,250,"Security, Parking",99000000,For Sale,2025-11-19,396000.0,2,11,13.5
Westlands,Apartment,3,3,120,"Security, Parking",130000,For Rent,2026-02-06,1083.3333333333333,2,2,5.2
Westlands,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-01-03,625.0,2,1,5.2
Westlands,Apartment,4,4,180,"Security, Parking",150000,For Rent,2026-01-12,833.3333333333334,2,1,5.2
1 Ojijo,Apartment,2,1,80,"Security, Parking",50000,For Rent,2025-12-07,625.0,2,12,10.0
Ruiru,House,4,4,180,"Security, Parking",12000000,For Sale,2026-01-21,66666.66666666667,2,1,10.0
Kamakis,House,5,5,250,"Security, Parking",25500000,For Sale,2025-12-16,102000.0,2,12,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",43000000,For Sale,2025-11-26,172000.0,2,11,4.5
Ngong Road,Apartment,2,2,80,"Security, Parking",130000,For Rent,2026-01-23,1625.0,2,1,10.0
Mwanzi Road,House,4,4,180,"Security, Parking",33000000,For Sale,2025-11-19,183333.33333333334,2,11,10.0
Kigwa Ridge,House,4,4,180,"Security, Parking",125000000,For Sale,2025-12-06,694444.4444444445,2,12,10.0
Off Mumias Road,Townhouse,3,3,120,"Security, Parking",10000000,For Sale,2026-01-16,83333.33333333333,2,1,10.0
Parklands,Apartment,4,4,180,"Security, Parking",150000,For Rent,2025-11-27,833.3333333333334,2,11,4.8
Hurlingham,Apartment,3,3,120,"Security, Parking",150000,For Rent,2025-12-13,1250.0,2,12,4.0
Lavington,Townhouse,5,5,250,"Security, Parking",65000000,For Sale,2026-01-21,260000.0,2,1,4.5
Imara Daima,Apartment,3,3,120,"Security, Parking",50000,For Rent,2025-11-19,416.6666666666667,2,11,10.0
Kilimani,Townhouse,3,3,120,"Security, Parking",38000000,For Sale,2026-02-06,316666.6666666667,2,2,3.8
Kileleshwa,Apartment,3,3,120,"Security, Parking",130000,For Rent,2025-12-17,1083.3333333333333,2,12,4.2
Kilimani,Apartment,3,3,120,"Security, Parking",75000,For Rent,2025-11-24,625.0,2,11,3.8
Riverside,Apartment,1,1,50,"Security, Parking",95000,For Rent,2026-01-29,1900.0,2,1,2.5
Westlands,Apartment,3,3,120,"Security, Parking",115000,For Rent,2025-11-20,958.3333333333334,2,11,5.2
Kilimani,Apartment,3,3,120,"Security, Parking",95000,For Rent,2026-02-06,791.6666666666666,2,2,3.8
Mbaazi,Apartment,1,1,50,"Security, Parking",65000,For Rent,2026-02-02,1300.0,2,2,10.0
Mombasa Road Next To Eka Hotel,Apartment,1,1,50,"Security, Parking",65000,For Rent,2025-11-24,1300.0,2,11,10.0
Riverside,Apartment,3,4,2450,"Security, Parking",130000,For Rent,2026-01-11,53.06122448979592,2,1,2.5
Thiong'O,Apartment,3,2,120,"Security, Parking",45000,For Rent,2026-01-22,375.0,2,1,10.0
Gikambura,Townhouse,4,4,180,"Security, Parking",12000000,For Sale,2026-01-07,66666.66666666667,2,1,10.0
Nyali,House,4,4,180,"Security, Parking",38000000,For Sale,2026-02-02,211111.11111111112,2,2,10.0
Langata,Townhouse,5,5,250,"Security, Parking",27000000,For Sale,2025-12-21,108000.0,2,12,11.3
Spring Valley,House,8,8,250,"Security, Parking",200000000,For Sale,2026-01-03,800000.0,2,1,6.1
Near Valley Arcade Shopping,Apartment,3,4,120,"Security, Parking",140000,For Rent,2025-11-22,1166.6666666666667,2,11,10.0
Ruaka,Apartment,2,2,80,"Security, Parking",40000,For Rent,2025-12-29,500.0,2,12,12.3
Parklands Road,Apartment,4,4,260,"Security, Parking",150000,For Rent,2026-01-18,576.9230769230769,2,1,10.0
Near Junctiona Mall,Apartment,2,3,80,"Security, Parking",75000,For Rent,2025-11-27,937.5,2,11,10.0
Ruaka,Townhouse,4,4,180,"Security, Parking",17000000,For Sale,2025-11-26,94444.44444444444,2,11,12.3
Dennis Pritt,Apartment,1,1,50,"Security, Parking",120000,For Rent,2026-01-25,2400.0,2,1,10.0
Parklane Place,Apartment,4,3,125,"Security, Parking",80000,For Rent,2026-01-10,640.0,2,1,10.0
Kilimani,Apartment,2,2,114,"Security, Parking",80000,For Rent,2026-01-05,701.7543859649123,2,1,3.8
Lavington,House,4,4,180,"Security, Parking",60000000,For Sale,2025-12-12,333333.3333333333,2,12,4.5
Kilimani,Apartment,2,2,80,"Security, Parking",75000,For Rent,2026-01-12,937.5,2,1,3.8
Ole Kisio Road,House,3,3,120,"Security, Parking",6500000,For Sale,2026-01-22,54166.666666666664,2,1,10.0
Athi River,House,3,3,120,"Security, Parking",17000000,For Sale,2025-11-25,141666.66666666666,2,11,10.0
Kitengela,House,4,4,180,"Security, Parking",5800000,For Sale,2026-01-28,32222.222222222223,2,1,10.0
Syokimau,Apartment,2,2,80,"Security, Parking",28000,For Rent,2026-01-03,350.0,2,1,18.5
Kilimani,Apartment,2,2,80,"Security, Parking",65000,For Rent,2026-01-29,812.5,2,1,3.8
Broadways,House,4,4,180,"Security, Parking",25500000,For Sale,2025-12-17,141666.66666666666,2,12,10.0
Parklands,Apartment,3,3,120,"Security, Parking",140000,For Rent,2026-02-04,1166.6666666666667,2,2,4.8
Riverside,Apartment,4,4,180,"Security, Parking",100000,For Rent,2026-01-08,555.5555555555555,2,1,2.5
Kiambu Road,Townhouse,4,4,180,"Security, Parking",32000000,For Sale,2026-02-04,177777.77777777778,2,2,8.8
Hurlingham,Apartment,2,2,80,"Security, Parking",65000,For Rent,2026-01-23,812.5,2,1,4.0
Waiyaki Way,Townhouse,3,3,120,"Security, Parking",38500000,For Sale,2026-01-09,320833.3333333333,2,1,10.0
Karen,Villa,5,5,250,"Security, Parking",99000000,For Sale,2025-11-30,396000.0,2,11,13.5
Bamburi,House,4,4,180,"Security, Parking",16500000,For Sale,2026-02-02,91666.66666666667,2,2,10.0
Suswa Road,Apartment,3,2,120,"Security, Parking",100000,For Rent,2025-11-26,833.3333333333334,2,11,10.0
Beach Road,Apartment,3,2,2500,"Security, Parking",40000,For Rent,2026-02-04,16.0,2,2,10.0
Westlands,Apartment,2,2,80,"Security, Parking",60000,For Rent,2026-01-12,750.0,2,1,5.2
Shanzu Serena,House,4,4,180,"Security, Parking",45000000,For Sale,2025-12-03,250000.0,2,12,10.0
Vipingo,Villa,4,4,180,"Security, Parking",97000000,For Sale,2025-12-28,538888.8888888889,2,12,10.0
Kilimani,Apartment,4,5,279,"Security, Parking",150000,For Rent,2026-01-31,537.6344086021505,2,1,3.8
Limuru Road,Apartment,2,2,20235,"Security, Parking",45000,For Rent,2025-12-04,2.223869532987398,2,12,10.0
Lavington,Apartment,2,2,80,"Security, Parking",75000,For Rent,2026-01-26,937.5,2,1,4.5
Kileleshwa,Apartment,3,3,120,"Security, Parking",55000,For Rent,2025-12-30,458.3333333333333,2,12,4.2
General Mathenge Road,Apartment,4,5,250,"Security, Parking",170000,For Rent,2025-12-11,680.0,2,12,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",120000,For Rent,2026-01-18,1500.0,2,1,3.8
Amboseli,Villa,5,5,250,"Security, Parking",58000000,For Sale,2026-01-30,232000.0,2,1,10.0
Old Muthaiga,House,6,6,250,"Security, Parking",350000000,For Sale,2025-11-30,1400000.0,2,11,10.0
Westlands,House,5,5,250,"Security, Parking",70000000,For Sale,2026-02-16,280000.0,2,2,5.2
Westlands,Apartment,2,3,80,"Security, Parking",70000,For Rent,2026-01-18,875.0,2,1,5.2
Lavington,Apartment,3,5,120,"Security, Parking",120000,For Rent,2026-01-10,1000.0,2,1,4.5
Kitengela,House,3,3,120,"Security, Parking",6200000,For Sale,2025-12-21,51666.666666666664,2,12,10.0
Fourways Junction Estate,Apartment,2,2,80,"Security, Parking",55000,For Rent,2025-12-24,687.5,2,12,10.0
Mtwapa,House,3,3,120,"Security, Parking",30000000,For Sale,2026-02-13,250000.0,2,2,10.0
Kilimani,Apartment,2,3,80,"Security, Parking",90000,For Rent,2025-11-20,1125.0,2,11,3.8
Githunguri Road,Villa,3,3,120,"Security, Parking",7800000,For Sale,2025-12-23,65000.0,2,12,10.0
Ushirika Road,House,5,5,250,"Security, Parking",100000000,For Sale,2025-12-06,400000.0,2,12,10.0
Mombasa Road,House,4,4,180,"Security, Parking",23000000,For Sale,2026-01-21,127777.77777777778,2,1,10.0
Gikambura,House,4,4,180,"Security, Parking",8500000,For Sale,2025-12-26,47222.22222222222,2,12,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",69000000,For Sale,2026-01-04,383333.3333333333,2,1,4.5
Kilimani,Apartment,2,2,120,"Security, Parking",70000,For Rent,2025-12-01,583.3333333333334,2,12,3.8
Nyali,Townhouse,4,4,180,"Security, Parking",65000000,For Sale,2025-12-15,361111.1111111111,2,12,10.0
Rose Avenue,Apartment,3,2,120,"Security, Parking",150000,For Rent,2025-12-29,1250.0,2,12,10.0
Epz,House,4,4,180,"Security, Parking",10500000,For Sale,2025-11-26,58333.333333333336,2,11,10.0
Vipingo,Villa,4,4,180,"Security, Parking",21000000,For Sale,2026-01-11,116666.66666666667,2,1,10.0
Hurlingham Kilimani,Apartment,3,4,120,"Security, Parking",110000,For Rent,2026-02-15,916.6666666666666,2,2,10.0
Runda,Townhouse,5,5,250,"Security, Parking",67000000,For Sale,2025-12-09,268000.0,2,12,9.8
Riverside,Apartment,3,3,120,"Security, Parking",150000,For Rent,2026-02-08,1250.0,2,2,2.5
Aloo Drive,Villa,6,6,250,"Security, Parking",68000000,For Sale,2025-11-30,272000.0,2,11,10.0
Kandara Road,Apartment,3,4,170,"Security, Parking",80000,For Rent,2026-01-09,470.5882352941176,2,1,10.0
Westlands,Apartment,2,2,80,"Security, Parking",160000,For Rent,2025-12-09,2000.0,2,12,5.2
Nyali,Villa,4,4,180,"Security, Parking",72000000,For Sale,2025-12-29,400000.0,2,12,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",55000000,For Sale,2026-02-13,220000.0,2,2,4.5
Opposite Parklands Baptist Church,Apartment,3,3,120,"Security, Parking",160000,For Rent,2026-02-13,1333.3333333333333,2,2,10.0
21 04 27,Apartment,3,3,186,"Security, Parking",90000,For Rent,2026-01-10,483.8709677419355,2,1,10.0
Kilimani,Apartment,3,2,120,"Security, Parking",95000,For Rent,2025-12-29,791.6666666666666,2,12,3.8
Riara Road,Apartment,3,2,2025,"Security, Parking",150000,For Rent,2025-12-19,74.07407407407408,2,12,10.0
Bamburi,Townhouse,5,5,250,"Security, Parking",16000000,For Sale,2026-01-12,64000.0,2,1,10.0
Westlands,Apartment,3,2,120,"Security, Parking",80000,For Rent,2026-02-04,666.6666666666666,2,2,5.2
Kiambu Road,Townhouse,4,4,180,"Security, Parking",30000000,For Sale,2025-11-24,166666.66666666666,2,11,8.8
Westlands,Apartment,3,3,2400,"Security, Parking",130000,For Rent,2025-11-21,54.166666666666664,2,11,5.2
Westlands,Apartment,4,4,180,"Security, Parking",175000,For Rent,2026-01-02,972.2222222222222,2,1,5.2
Kilimani,Apartment,3,3,120,"Security, Parking",90000,For Rent,2026-01-05,750.0,2,1,3.8
Nyali,Apartment,3,3,2430,"Security, Parking",120000,For Rent,2025-12-15,49.382716049382715,2,12,10.0
Gatundu,Apartment,2,2,80,"Security, Parking",130000,For Rent,2026-01-30,1625.0,2,1,10.0
Mbaazi,Apartment,2,2,80,"Security, Parking",110000,For Rent,2026-01-21,1375.0,2,1,10.0
Buruburu,Townhouse,4,4,180,"Security, Parking",23000000,For Sale,2026-01-20,127777.77777777778,2,1,7.9
Kilimani,Apartment,2,2,80,"Security, Parking",100000,For Rent,2026-01-22,1250.0,2,1,3.8
Lavington,Apartment,3,3,120,"Security, Parking",140000,For Rent,2025-12-31,1166.6666666666667,2,12,4.5
Ruiru,House,5,5,250,"Security, Parking",14150000,For Sale,2025-11-28,56600.0,2,11,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-01-04,625.0,2,1,3.8
Karenend Apartments,Apartment,2,2,95,"Security, Parking",55000,For Rent,2025-11-27,578.9473684210526,2,11,10.0
Ngecha Rd,House,5,5,250,"Security, Parking",128000000,For Sale,2026-02-05,512000.0,2,2,10.0
Imara Daima,Apartment,2,2,80,"Security, Parking",35000,For Rent,2026-01-09,437.5,2,1,10.0
Kilimani,Apartment,4,4,180,"Security, Parking",75000,For Rent,2026-01-10,416.6666666666667,2,1,3.8
Syokimau,Townhouse,4,4,180,"Security, Parking",15500000,For Sale,2025-12-24,86111.11111111111,2,12,18.5
56,Townhouse,5,5,250,"Security, Parking",48450000,For Sale,2025-11-27,193800.0,2,11,10.0
Westlands,Townhouse,5,5,250,"Security, Parking",60000000,For Sale,2025-12-22,240000.0,2,12,5.2
Ongata Rongai,House,3,3,120,"Security, Parking",6200000,For Sale,2025-11-23,51666.666666666664,2,11,10.0
Kilimani,Apartment,1,1,50,"Security, Parking",120000,For Rent,2026-02-10,2400.0,2,2,3.8
Langata,Townhouse,4,4,180,"Security, Parking",36000000,For Sale,2025-12-06,200000.0,2,12,11.3
1,Apartment,2,2,186,"Security, Parking",35000,For Rent,2025-12-31,188.1720430107527,2,12,10.0
Mtwapa Garden,Townhouse,4,4,180,"Security, Parking",14200000,For Sale,2026-01-05,78888.88888888889,2,1,10.0
1,Villa,4,4,180,"Security, Parking",130000000,For Sale,2026-01-12,722222.2222222222,2,1,10.0
Nyali,House,4,4,180,"Security, Parking",75000000,For Sale,2025-12-30,416666.6666666667,2,12,10.0
Kilimani,Apartment,3,2,120,"Security, Parking",70000,For Rent,2025-12-07,583.3333333333334,2,12,3.8
Lavington,Apartment,3,2,120,"Security, Parking",75000,For Rent,2026-01-08,625.0,2,1,4.5
Riverra Towers,Apartment,3,4,23,"Security, Parking",130000,For Rent,2025-12-12,5652.173913043478,2,12,10.0
Two Rivers Mall,House,4,4,180,"Security, Parking",45000000,For Sale,2025-12-22,250000.0,2,12,10.0
900,House,5,5,250,"Security, Parking",170000000,For Sale,2025-12-22,680000.0,2,12,10.0
Vipingo,House,4,4,180,"Security, Parking",30000000,For Sale,2025-12-29,166666.66666666666,2,12,10.0
Kitisuru,Villa,6,6,250,"Security, Parking",120000000,For Sale,2026-01-05,480000.0,2,1,10.2
Fourways,Apartment,3,2,120,"Security, Parking",70000,For Rent,2026-02-11,583.3333333333334,2,2,10.0
Mocah Courtyard,Apartment,3,3,120,"Security, Parking",70000,For Rent,2026-01-28,583.3333333333334,2,1,10.0
Lavington,Apartment,2,2,80,"Security, Parking",75000,For Rent,2025-12-07,937.5,2,12,4.5
Syokimau,Apartment,3,3,120,"Security, Parking",45000,For Rent,2025-12-31,375.0,2,12,18.5
Ngong Road,House,5,5,250,"Security, Parking",45000000,For Sale,2025-11-30,180000.0,2,11,10.0
Joska,House,3,3,120,"Security, Parking",7500000,For Sale,2025-11-30,62500.0,2,11,10.0
Lavington,Apartment,2,3,80,"Security, Parking",75000,For Rent,2026-02-01,937.5,2,2,4.5
Ole Sangale,Apartment,3,1,120,"Security, Parking",40000,For Rent,2025-12-26,333.3333333333333,2,12,10.0
Kilimani,Apartment,3,2,120,"Security, Parking",120000,For Rent,2026-02-15,1000.0,2,2,3.8
21 05 03,Apartment,1,1,120,"Security, Parking",95000,For Rent,2025-11-24,791.6666666666666,2,11,10.0
Kasarani - Mwiki Rd,Apartment,2,2,80,"Security, Parking",20000,For Rent,2025-11-26,250.0,2,11,10.0
Kitisuru,Apartment,2,2,110,"Security, Parking",55000,For Rent,2026-01-23,500.0,2,1,10.2
Nyari,House,6,6,250,"Security, Parking",150000000,For Sale,2025-11-19,600000.0,2,11,10.0
Ngara,Apartment,2,2,80,"Security, Parking",40000,For Rent,2026-01-05,500.0,2,1,10.0
Mpaka Road,Apartment,2,2,80,"Security, Parking",140000,For Rent,2026-01-14,1750.0,2,1,10.0
Arwings Kodheck,Apartment,2,2,125,"Security, Parking",75000,For Rent,2025-11-20,600.0,2,11,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",75000000,For Sale,2025-12-05,300000.0,2,12,4.5
Syokimau,Townhouse,4,4,180,"Security, Parking",19000000,For Sale,2025-11-21,105555.55555555556,2,11,18.5
1,Apartment,3,2,120,"Security, Parking",85000,For Rent,2025-12-07,708.3333333333334,2,12,10.0
Next To Uthiru Genesis Boarding School,Apartment,3,2,120,"Security, Parking",38000,For Rent,2026-01-13,316.6666666666667,2,1,10.0
Chaka Road,Apartment,2,1,80,"Security, Parking",65000,For Rent,2025-12-27,812.5,2,12,10.0
Parklands,Apartment,4,4,180,"Security, Parking",175000,For Rent,2026-01-13,972.2222222222222,2,1,4.8
Westlands,Apartment,2,2,80,"Security, Parking",160000,For Rent,2026-01-20,2000.0,2,1,5.2
Westlands,House,5,5,250,"Security, Parking",40000000,For Sale,2025-11-26,160000.0,2,11,5.2
Kileleshwa,Apartment,3,4,258,"Security, Parking",135000,For Rent,2026-02-03,523.2558139534884,2,2,4.2
Whispers Gigiri,House,5,5,250,"Security, Parking",90000000,For Sale,2026-01-05,360000.0,2,1,10.0
Machakos County,Villa,4,4,180,"Security, Parking",20000000,For Sale,2025-12-12,111111.11111111111,2,12,10.0
Kileleshwa,Apartment,3,3,120,"Security, Parking",90000,For Rent,2025-12-05,750.0,2,12,4.2
Kilimani,Apartment,4,3,180,"Security, Parking",135000,For Rent,2025-12-10,750.0,2,12,3.8
Nyali Links Road,Apartment,3,4,120,"Security, Parking",55000,For Rent,2026-01-10,458.3333333333333,2,1,10.0
Lavington,Apartment,3,3,120,"Security, Parking",118000,For Rent,2025-12-11,983.3333333333334,2,12,4.5
School Lane,Apartment,2,2,80,"Security, Parking",150000,For Rent,2026-01-27,1875.0,2,1,10.0
Dennis Pritt,Apartment,3,3,120,"Security, Parking",90000,For Rent,2025-12-19,750.0,2,12,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",65000,For Rent,2025-12-31,812.5,2,12,4.2
Kilifi Centre,Villa,7,7,250,"Security, Parking",110000000,For Sale,2025-12-09,440000.0,2,12,10.0
Shanzu,Townhouse,4,4,180,"Security, Parking",45000000,For Sale,2025-12-29,250000.0,2,12,10.0
Kilimani,Apartment,2,2,120,"Security, Parking",150000,For Rent,2026-01-23,1250.0,2,1,3.8
Ruiru,House,3,3,120,"Security, Parking",7900000,For Sale,2025-12-17,65833.33333333333,2,12,10.0
Kilimani,Apartment,2,2,80,"Security, Parking",70000,For Rent,2026-01-03,875.0,2,1,3.8
