Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date
Karen,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-01
Loresho,Apartment,3,3,3,"Security, Parking",75000,For Rent,2026-01-24
Kileleshwa,Apartment,3,2,3,"Security, Parking",65000,For Rent,2026-01-08
Upper Waiyaki Way,Townhouse,3,3,0,"Security, Parking",15000000,For Sale,2026-01-13
Westlands Area,Apartment,3,3,3,"Security, Parking",128000,For Rent,2025-12-10
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-23
Kitengela,Townhouse,4,4,0,"Security, Parking",17000000,For Sale,2026-01-05
Windsor Thindigwa Kiambu,Townhouse,5,5,0,"Security, Parking",29850000,For Sale,2025-12-26
Kitengela,Townhouse,3,3,0,"Security, Parking",12000000,For Sale,2025-12-15
Lavington,Townhouse,5,5,0,"Security, Parking",65000000,For Sale,2026-01-26
General Mathenge,Apartment,4,4,300,"Security, Parking",120000,For Rent,2026-01-22
Loresho,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-14
Suguta Road,Apartment,3,3,3,"Security, Parking",95000,For Rent,2026-02-16
off South Lake Road,House,4,4,0,"Security, Parking",165000000,For Sale,2025-12-18
45,House,4,4,0,"Security, Parking",85000000,For Sale,2026-01-12
Gatundu Rd,Apartment,3,3,23,"Security, Parking",150000,For Rent,2026-01-18
Makueni Rd,Apartment,3,3,3,"Security, Parking",100000,For Rent,2026-01-12
Lenana rd,Apartment,1,2,86,"Security, Parking",105000,For Rent,2026-02-08
87,House,7,7,0,"Security, Parking",130000000,For Sale,2026-02-11
Mwananchi road,House,5,5,0,"Security, Parking",24000000,For Sale,2026-02-10
Riverside,Apartment,3,4,3,"Security, Parking",160000,For Rent,2026-01-16
Tecla Leroupe rd,Villa,3,3,0,"Security, Parking",12000000,For Sale,2026-01-25
Kileleshwa,Apartment,2,2,2,"Security, Parking",150000,For Rent,2026-01-10
Parklands,Apartment,2,2,2,"Security, Parking",75000,For Rent,2025-12-01
South B,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-23
Red Hill Drive,Villa,5,5,0,"Security, Parking",130000000,For Sale,2026-01-13
South C,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-24
Kilimani,Apartment,3,4,3,"Security, Parking",115000,For Rent,2026-02-09
Waiyaki Way,Apartment,3,4,2000,"Security, Parking",120000,For Rent,2026-02-10
NYARI CENTRAL,House,5,5,0,"Security, Parking",130000000,For Sale,2026-02-06
Gatundu Road,House,3,3,0,"Security, Parking",7500000,For Sale,2026-01-07
Yaya,Apartment,1,1,120,"Security, Parking",100000,For Rent,2025-12-19
Kenyatta Road,House,4,4,0,"Security, Parking",27000000,For Sale,2026-01-02
Oledume,Apartment,3,5,3,"Security, Parking",85000,For Rent,2025-12-23
Kitengela,Apartment,2,2,2,"Security, Parking",75000,For Rent,2026-02-03
General Mathenge,Apartment,3,5,3,"Security, Parking",160000,For Rent,2025-11-27
Rhapta Road,Apartment,2,2,2,"Security, Parking",80000,For Rent,2025-12-31
sigona valley,Townhouse,4,4,0,"Security, Parking",20000000,For Sale,2026-02-05
Limuru Road,Apartment,2,2,4000,"Security, Parking",25000,For Rent,2026-02-06
Lavington,Townhouse,5,5,0,"Security, Parking",75000000,For Sale,2026-01-13
Riverside,Apartment,3,3,3,"Security, Parking",170000,For Rent,2026-01-06
Rhapta Road,Apartment,3,3,3,"Security, Parking",120000,For Rent,2025-12-10
Membley,House,4,4,0,"Security, Parking",17500000,For Sale,2025-12-08
Westlands Area,Apartment,2,2,2,"Security, Parking",160000,For Rent,2025-12-19
Beach road Nyali,House,4,4,0,"Security, Parking",33000000,For Sale,2025-11-24
South C,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-30
River Edge Estate,House,4,4,0,"Security, Parking",35500000,For Sale,2026-02-16
School lane,Apartment,2,1,120,"Security, Parking",89996,For Rent,2026-01-12
Westlands Area,Apartment,3,3,3,"Security, Parking",130000,For Rent,2025-12-24
Kiambu Road,Villa,4,4,0,"Security, Parking",29900000,For Sale,2025-12-26
Ongata Rongai,Apartment,2,2,2,"Security, Parking",20000,For Rent,2025-11-19
Kitengela,House,3,3,0,"Security, Parking",6000000,For Sale,2025-12-05
two rivers,House,4,4,0,"Security, Parking",47000000,For Sale,2025-12-17
Loresho,Townhouse,4,4,0,"Security, Parking",40000000,For Sale,2025-12-06
Muthaiga,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-30
Kilimani,Apartment,2,2,2,"Security, Parking",125000,For Rent,2026-01-20
Nyali Area,House,3,3,0,"Security, Parking",36000000,For Sale,2025-11-24
Donholm,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-16
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-20
Thigiri,Apartment,1,1,1,"Security, Parking",90000,For Rent,2025-12-16
Nyali Area,House,3,3,0,"Security, Parking",28000000,For Sale,2026-01-04
Rhapta Road,Townhouse,4,4,0,"Security, Parking",35000000,For Sale,2026-01-12
Off Denis Pritt,Apartment,2,3,14,"Security, Parking",100000,For Rent,2026-02-12
Raphta Road,Apartment,3,3,325,"Security, Parking",150000,For Rent,2025-11-27
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-02
Karen,House,4,4,0,"Security, Parking",270000000,For Sale,2026-01-16
Lavington,House,4,4,0,"Security, Parking",95000000,For Sale,2026-01-13
Ngong,Villa,4,4,0,"Security, Parking",14500000,For Sale,2026-01-04
Langata,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-03
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-02
Lavington,Townhouse,5,5,0,"Security, Parking",95000000,For Sale,2025-12-10
Chania Avenue,Apartment,4,2,4,"Security, Parking",120000,For Rent,2026-01-20
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-08
5874,House,6,6,0,"Security, Parking",28000000,For Sale,2026-01-08
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-25
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-11
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-27
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-13
riverside,Apartment,3,3,3,"Security, Parking",125000,For Rent,2026-01-09
Syokimau,House,4,4,0,"Security, Parking",13800000,For Sale,2025-11-29
Mugutha,Townhouse,5,5,0,"Security, Parking",20000000,For Sale,2025-11-26
Kanjata road,House,7,7,0,"Security, Parking",150000000,For Sale,2026-01-26
Near Serena Hotel,House,4,4,0,"Security, Parking",17500000,For Sale,2025-11-19
Riverside,Apartment,3,2,3,"Security, Parking",120000,For Rent,2026-01-06
kilimani,Apartment,3,2,3,"Security, Parking",70000,For Rent,2026-02-08
Nyali Area,Townhouse,4,4,0,"Security, Parking",13000000,For Sale,2025-11-29
Kiambu Road,Villa,4,4,0,"Security, Parking",30000000,For Sale,2025-11-27
New Kitisuru,Apartment,3,2,3,"Security, Parking",45000,For Rent,2026-02-08
Karen,Townhouse,4,4,0,"Security, Parking",68000000,For Sale,2025-11-29
Kiambu Road,House,3,3,0,"Security, Parking",20295000,For Sale,2025-11-20
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-30
Riverside,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-01
67,House,5,5,0,"Security, Parking",230000000,For Sale,2026-02-03
Westlands Area,Townhouse,5,5,0,"Security, Parking",45000000,For Sale,2025-12-01
Rosslyn,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-21
Kamakis,Villa,4,4,0,"Security, Parking",13100000,For Sale,2025-12-12
Ongata Rongai,House,4,4,0,"Security, Parking",12000000,For Sale,2025-12-15
Runda,House,5,5,0,"Security, Parking",150000000,For Sale,2026-02-16
Imara Daima,Apartment,1,1,1,"Security, Parking",17500,For Rent,2026-01-26
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-13
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-07
0728m,Townhouse,4,4,0,"Security, Parking",14500000,For Sale,2026-02-04
Westlands,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-14
Karen,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-30
Kitengela,Villa,3,3,0,"Security, Parking",13500000,For Sale,2025-12-20
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-26
Acacia Drive,Apartment,2,2,2,"Security, Parking",70000,For Rent,2026-01-26
Westlands,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-02
4,House,6,6,0,"Security, Parking",100000000,For Sale,2025-11-19
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-07
Milimani,House,3,3,0,"Security, Parking",6000000,For Sale,2026-01-21
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-25
Langata,House,4,4,0,"Security, Parking",15000000,For Sale,2026-01-14
Pepo Lane,House,3,3,0,"Security, Parking",75000000,For Sale,2026-02-15
Parklands,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-16
Kisumu Central Area,Apartment,2,2,2,"Security, Parking",20000,For Rent,2025-12-26
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-16
Lolldaiga,House,4,4,0,"Security, Parking",69000000,For Sale,2025-12-22
Namanga Road,Townhouse,4,4,0,"Security, Parking",13000000,For Sale,2025-12-17
Near Kenya High,Apartment,2,3,1400,"Security, Parking",90000,For Rent,2026-02-03
Lavington,Townhouse,5,5,0,"Security, Parking",48000000,For Sale,2025-12-01
Runda,Townhouse,4,4,0,"Security, Parking",34400000,For Sale,2026-01-19
Parklands,Apartment,4,3,4,"Security, Parking",100000,For Rent,2026-01-22
Chelezo House Kindaruma Rd,Apartment,2,2,2,"Security, Parking",75000,For Rent,2025-12-20
Imara Daima,Apartment,3,3,3,"Security, Parking",50000,For Rent,2026-01-26
Wambugu rd,Apartment,3,2,3,"Security, Parking",70000,For Rent,2025-12-17
Nyali Area,Villa,4,4,0,"Security, Parking",55000000,For Sale,2026-01-02
Off Gitanga Road,House,5,5,0,"Security, Parking",40000000,For Sale,2026-01-16
Lavington,Townhouse,5,5,0,"Security, Parking",85000000,For Sale,2025-12-10
Kiambu Town,Townhouse,4,4,0,"Security, Parking",60000000,For Sale,2025-12-17
Westlands Area,Apartment,4,3,4,"Security, Parking",158000,For Rent,2026-01-16
Lavington,Townhouse,5,5,0,"Security, Parking",80000000,For Sale,2025-11-28
Spring Valley,Townhouse,5,5,0,"Security, Parking",70000000,For Sale,2026-01-10
Westlands Area,Apartment,3,2,3,"Security, Parking",120000,For Rent,2025-12-08
Ngong,Townhouse,5,5,0,"Security, Parking",23000000,For Sale,2025-12-26
Kilimani,Apartment,3,5,3,"Security, Parking",75000,For Rent,2025-12-17
Riverside Drive,Apartment,1,1,1,"Security, Parking",90000,For Rent,2025-12-26
Lavington,House,5,5,0,"Security, Parking",63000000,For Sale,2026-01-29
Parklands,Apartment,3,3,3,"Security, Parking",140000,For Rent,2025-12-19
678,House,4,4,0,"Security, Parking",300000000,For Sale,2026-01-12
Loresho,House,4,4,0,"Security, Parking",70000000,For Sale,2025-12-24
Kilimani,Apartment,2,3,2,"Security, Parking",75000,For Rent,2025-12-13
Westlands Area,Townhouse,4,4,0,"Security, Parking",70000000,For Sale,2025-12-07
riara road,Apartment,3,2,3,"Security, Parking",70000,For Rent,2025-11-25
Syokimau,House,4,4,0,"Security, Parking",23000000,For Sale,2026-01-23
Karen,Townhouse,4,4,0,"Security, Parking",85000000,For Sale,2026-01-26
Runda,House,5,5,0,"Security, Parking",235000000,For Sale,2025-11-20
Riverside drive,Apartment,1,1,1,"Security, Parking",140000,For Rent,2026-02-09
Nyali Area,Townhouse,4,4,0,"Security, Parking",24000000,For Sale,2026-01-08
Kilimani,Apartment,3,3,3,"Security, Parking",80000,For Rent,2026-01-03
Vipingo,House,4,4,0,"Security, Parking",65000000,For Sale,2026-01-17
Karen Hardy,Villa,5,5,0,"Security, Parking",95000000,For Sale,2026-01-25
Likoni Road,Apartment,3,3,3,"Security, Parking",120000,For Rent,2026-01-04
Lavington,Apartment,3,2,3,"Security, Parking",100000,For Rent,2025-12-14
Waiyaki Way,Apartment,2,2,2,"Security, Parking",140000,For Rent,2026-01-15
Ruaka,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-07
Kilimani,Apartment,3,3,186,"Security, Parking",120000,For Rent,2026-01-09
School Lane,Townhouse,4,4,0,"Security, Parking",50000000,For Sale,2026-02-15
Lavington,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-31
22,House,5,5,0,"Security, Parking",85000000,For Sale,2026-01-01
Thika,House,5,5,0,"Security, Parking",30000000,For Sale,2025-11-23
Spring Valley,Townhouse,4,4,0,"Security, Parking",90000000,For Sale,2025-12-16
Brookside,Apartment,3,3,300,"Security, Parking",130000,For Rent,2026-02-17
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-20
Karen,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-23
Riverside,Apartment,3,4,180,"Security, Parking",130000,For Rent,2026-02-12
Impala Road,Townhouse,3,3,0,"Security, Parking",16000000,For Sale,2026-02-16
Karen,House,4,4,0,"Security, Parking",85000000,For Sale,2026-01-10
801181,Apartment,3,2,2000,"Security, Parking",65000,For Rent,2026-01-18
Kileleshwa,Apartment,2,2,2,"Security, Parking",80000,For Rent,2026-01-15
kiambu road,Townhouse,4,4,0,"Security, Parking",36000000,For Sale,2025-12-04
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-19
Kitisuru,House,4,4,0,"Security, Parking",350000000,For Sale,2025-11-21
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-15
Rhapta Road,Apartment,3,3,3,"Security, Parking",80000,For Rent,2026-02-01
Muthaiga,House,5,5,0,"Security, Parking",190000000,For Sale,2026-02-05
Runda,House,5,5,0,"Security, Parking",250000000,For Sale,2025-11-29
Ridgeways,Townhouse,3,3,0,"Security, Parking",75000000,For Sale,2026-01-16
Fourways Junction Estate,House,3,3,0,"Security, Parking",25000000,For Sale,2026-01-30
Westlands Area,Apartment,3,3,3,"Security, Parking",130000,For Rent,2026-01-01
Parklands,Apartment,3,4,3,"Security, Parking",125000,For Rent,2026-01-06
Mombasa Road,Townhouse,4,4,0,"Security, Parking",18000000,For Sale,2026-01-11
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-08
012,House,3,3,0,"Security, Parking",4500000,For Sale,2025-12-19
La-marina,Villa,3,3,0,"Security, Parking",31500000,For Sale,2025-12-14
Naivasha Road,Apartment,2,2,2,"Security, Parking",43500,For Rent,2026-02-16
Rhapta Rd,Apartment,3,3,3,"Security, Parking",115000,For Rent,2025-11-28
11,Apartment,3,3,180,"Security, Parking",130000,For Rent,2025-12-20
Membley,Townhouse,4,4,0,"Security, Parking",19000000,For Sale,2025-12-08
Rhapta Road,Apartment,4,3,4,"Security, Parking",130000,For Rent,2026-01-12
Kileleshwa,Apartment,2,2,2,"Security, Parking",65000,For Rent,2025-12-03
Kilimani,Apartment,4,4,4,"Security, Parking",120000,For Rent,2025-11-23
NHC Madaraka Estate,House,2,2,0,"Security, Parking",6000000,For Sale,2026-01-14
Sweet waters,House,2,2,0,"Security, Parking",6800000,For Sale,2026-01-25
Lavington,Villa,6,6,0,"Security, Parking",121000000,For Sale,2026-02-02
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-20
Nyali Area,House,4,4,0,"Security, Parking",35000000,For Sale,2026-01-18
Maanzoni,House,3,3,0,"Security, Parking",0,For Sale,2026-01-28
Ngumo Estate,House,3,3,0,"Security, Parking",15000000,For Sale,2025-11-28
Loresho,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-20
Bokoboko,House,3,3,0,"Security, Parking",12000000,For Sale,2026-02-11
Impala Road,Townhouse,4,4,0,"Security, Parking",26000000,For Sale,2025-12-01
Kileleshwa,Apartment,3,3,3,"Security, Parking",110000,For Rent,2025-12-17
Jumba Ruins,Townhouse,3,3,0,"Security, Parking",7500000,For Sale,2025-11-24
South B,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-25
General Mathenge,Apartment,3,3,280,"Security, Parking",160000,For Rent,2026-01-27
Loresho,Apartment,3,3,3,"Security, Parking",65000,For Rent,2026-01-07
Runda,House,4,4,0,"Security, Parking",72000000,For Sale,2026-01-23
Riara Road,Apartment,4,3,4,"Security, Parking",110000,For Rent,2026-01-15
Westlands,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-02
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-10
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-25
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-07
Kilimani,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-23
Ruaka,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-17
Langata,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-23
Nyali,House,3,3,0,"Security, Parking",27000000,For Sale,2025-11-20
Parklands,Apartment,3,4,3,"Security, Parking",140000,For Rent,2026-01-09
Convent,House,4,4,0,"Security, Parking",80000000,For Sale,2026-02-10
Kitengela,House,4,4,0,"Security, Parking",5800000,For Sale,2025-12-11
Ruaka,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-27
vipingo,House,4,4,0,"Security, Parking",75000000,For Sale,2025-11-20
Ngong,House,4,4,0,"Security, Parking",17500000,For Sale,2026-01-08
Kitengela,House,3,3,0,"Security, Parking",5800000,For Sale,2025-12-31
Runda,Townhouse,5,5,0,"Security, Parking",90000000,For Sale,2025-12-28
South C,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-19
Kilimani,Apartment,3,2,3,"Security, Parking",85000,For Rent,2026-02-14
3,House,3,3,0,"Security, Parking",7499000,For Sale,2026-01-04
galana road,Townhouse,5,5,0,"Security, Parking",40000000,For Sale,2025-12-15
Braeburn,House,6,6,0,"Security, Parking",38500000,For Sale,2026-01-21
Lavington,Villa,6,6,0,"Security, Parking",121000000,For Sale,2026-01-12
Runda,House,4,4,0,"Security, Parking",80000000,For Sale,2025-11-22
Kiambu Road,Villa,4,4,0,"Security, Parking",28000000,For Sale,2026-01-14
Off Riverside Drive,Apartment,3,2,3,"Security, Parking",120000,For Rent,2025-12-10
Mandera Road,Apartment,1,1,35,"Security, Parking",45000,For Rent,2026-01-03
67,House,7,7,0,"Security, Parking",120000000,For Sale,2025-11-27
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-12
Rhapta Road,Apartment,3,3,21780,"Security, Parking",100000,For Rent,2026-01-21
Kiambu Road,Apartment,2,2,2,"Security, Parking",45000,For Rent,2025-12-26
Lavington,Townhouse,4,4,0,"Security, Parking",63000000,For Sale,2026-01-03
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-29
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-22
Westlands Area,Apartment,3,3,3,"Security, Parking",115000,For Rent,2026-01-15
Nyali Area,Townhouse,5,5,0,"Security, Parking",90000000,For Sale,2026-01-22
Ngong Road,Apartment,2,2,89,"Security, Parking",60000,For Rent,2025-12-11
Muthaiga,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-13
Lower kabete road,House,5,5,0,"Security, Parking",145000000,For Sale,2025-12-25
Kikuyu Town,Apartment,2,2,2,"Security, Parking",22000,For Rent,2026-01-20
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-05
Rhapta Road,Apartment,1,2,1,"Security, Parking",160000,For Rent,2026-02-07
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-20
67,Townhouse,5,5,0,"Security, Parking",95000000,For Sale,2026-01-03
Westlands,Apartment,1,1,90,"Security, Parking",110000,For Rent,2026-02-12
Westlands Area,Apartment,2,2,2,"Security, Parking",95000,For Rent,2025-12-03
Riara Rd,Apartment,4,5,4,"Security, Parking",90000,For Rent,2025-12-22
Runda,House,4,4,0,"Security, Parking",90000000,For Sale,2026-02-17
Mkomani,Apartment,2,2,2000,"Security, Parking",35000,For Rent,2025-11-29
Riara,Apartment,2,2,2,"Security, Parking",80000,For Rent,2025-11-19
Lavington,Townhouse,5,5,0,"Security, Parking",50000000,For Sale,2025-11-19
Westlands Area,Apartment,2,2,2,"Security, Parking",75000,For Rent,2026-01-20
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-09
Bomani,Villa,6,6,0,"Security, Parking",28500000,For Sale,2025-12-10
Kilifi,House,3,3,0,"Security, Parking",25000000,For Sale,2025-12-29
Kahawa West,Apartment,2,2,2,"Security, Parking",55000,For Rent,2026-01-20
Riverside,Apartment,3,3,3,"Security, Parking",120000,For Rent,2026-02-08
Nyali Area,House,3,3,0,"Security, Parking",13500000,For Sale,2025-12-03
Old Kitisuru,House,5,5,0,"Security, Parking",88000000,For Sale,2025-11-20
Katani road,House,3,3,0,"Security, Parking",12000000,For Sale,2026-01-14
Lavington,Townhouse,6,6,0,"Security, Parking",121000000,For Sale,2025-12-15
Kileleshwa,Townhouse,5,5,0,"Security, Parking",60000000,For Sale,2026-02-04
Kileleshwa,Townhouse,5,5,0,"Security, Parking",52000000,For Sale,2026-01-14
Nairobi Namanga,Townhouse,3,3,0,"Security, Parking",9000000,For Sale,2025-11-21
Laikipia Rd,Apartment,2,2,12,"Security, Parking",100000,For Rent,2025-12-13
Malindi,Townhouse,3,3,0,"Security, Parking",72000000,For Sale,2025-11-22
Kilimani,Apartment,1,1,90,"Security, Parking",65000,For Rent,2026-02-04
Wood Avenue,Apartment,3,2,3,"Security, Parking",70000,For Rent,2026-01-31
Chalbi Drive,Townhouse,5,5,0,"Security, Parking",55000000,For Sale,2025-12-14
Kiambu Town,House,4,4,0,"Security, Parking",30000000,For Sale,2025-11-25
Hellen Drive,Apartment,2,2,2,"Security, Parking",38000,For Rent,2025-12-25
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-15
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-10
Malindi,House,4,4,0,"Security, Parking",85000000,For Sale,2026-01-14
Lavington,Townhouse,6,6,0,"Security, Parking",150000000,For Sale,2025-11-25
Rhapta Road,Apartment,1,2,120,"Security, Parking",100000,For Rent,2026-01-05
Rongai,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-08
lavington,Villa,6,6,0,"Security, Parking",120000000,For Sale,2026-01-17
Donholm,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-25
Parklands,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-22
Westlands Area,Townhouse,5,5,0,"Security, Parking",45000000,For Sale,2025-12-21
Lavington,Apartment,2,1,2,"Security, Parking",70000,For Rent,2025-12-07
Kiambu Road,House,4,4,0,"Security, Parking",37000000,For Sale,2025-12-07
Ruiru,Townhouse,4,4,0,"Security, Parking",41000000,For Sale,2026-02-06
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-16
Brookside,Apartment,3,3,3,"Security, Parking",140000,For Rent,2026-01-08
Moi North Lake Road,House,3,3,0,"Security, Parking",40000000,For Sale,2026-01-11
Near Pembroke,House,3,3,0,"Security, Parking",17000000,For Sale,2026-02-16
Denis Pritt,Apartment,2,3,2,"Security, Parking",130000,For Rent,2026-02-02
Tigoni,House,4,4,0,"Security, Parking",17500000,For Sale,2025-11-27
Lavington,Townhouse,4,4,0,"Security, Parking",45000000,For Sale,2025-12-25
Ruiru - Githunguri road,Townhouse,4,4,0,"Security, Parking",15500000,For Sale,2026-01-27
Lavington,Villa,6,6,0,"Security, Parking",75000000,For Sale,2026-01-12
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-14
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-29
Rhapta Road,Apartment,4,5,4,"Security, Parking",125000,For Rent,2025-12-30
Kiambu Road,House,5,5,0,"Security, Parking",90000000,For Sale,2026-01-20
Creekside,House,3,3,0,"Security, Parking",17000000,For Sale,2026-02-03
General Mathenge,Apartment,3,3,3,"Security, Parking",130000,For Rent,2026-01-08
Kilimani,Apartment,4,4,4,"Security, Parking",100000,For Rent,2026-01-07
21 05 05,Apartment,3,3,204,"Security, Parking",120000,For Rent,2025-11-21
Riverside,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-24
Karen,Villa,5,5,0,"Security, Parking",78000000,For Sale,2026-02-04
Waiyaki Way,Apartment,2,2,2,"Security, Parking",50000,For Rent,2025-12-26
Runda,House,7,7,0,"Security, Parking",140000000,For Sale,2026-02-15
Westlands,Apartment,1,2,1,"Security, Parking",130000,For Rent,2026-01-17
Rongai,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-01
55,House,6,6,0,"Security, Parking",150000000,For Sale,2025-12-31
Westlands,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-22
Murichu Road,House,4,4,0,"Security, Parking",69000000,For Sale,2025-12-17
Thome,House,5,5,0,"Security, Parking",65000000,For Sale,2025-12-05
Parklands,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-10
Oloitoktok Road,Apartment,2,2,2,"Security, Parking",130000,For Rent,2025-12-25
Kangundo Road,House,3,3,0,"Security, Parking",8150000,For Sale,2026-01-07
Vok,Apartment,2,2,2,"Security, Parking",24000,For Rent,2026-01-10
Garden Estate,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-31
General Mathenge,Apartment,1,1,90,"Security, Parking",120000,For Rent,2026-02-06
Shanzu,House,5,5,0,"Security, Parking",250000000,For Sale,2026-01-13
Kilimani,Apartment,3,2,3,"Security, Parking",90000,For Rent,2026-01-07
Suguta Road,Apartment,2,3,2,"Security, Parking",120000,For Rent,2026-01-03
Ngong Road,House,2,2,0,"Security, Parking",12500000,For Sale,2026-02-06
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-26
Juja,House,3,3,0,"Security, Parking",7000000,For Sale,2026-02-13
Lavington,Apartment,3,4,3,"Security, Parking",125000,For Rent,2025-12-30
Kilimani,Apartment,3,4,3,"Security, Parking",130000,For Rent,2025-12-23
Riverside gardens,House,6,6,0,"Security, Parking",70000000,For Sale,2026-01-12
Embakasi,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-06
Kahawa Sukari,Apartment,2,2,2,"Security, Parking",35000,For Rent,2026-02-07
South B,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-10
Kileleshwa,Townhouse,4,4,0,"Security, Parking",38000000,For Sale,2026-01-20
Kitisuru,Townhouse,4,4,0,"Security, Parking",30000000,For Sale,2026-01-31
Lower Kabete,Townhouse,5,5,0,"Security, Parking",160000000,For Sale,2026-01-22
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-30
Athi River,Townhouse,3,3,0,"Security, Parking",6500000,For Sale,2026-01-13
Kileleshwa,Apartment,2,2,2,"Security, Parking",65000,For Rent,2025-11-30
Muthangari drive,Apartment,2,2,2,"Security, Parking",85000,For Rent,2025-12-15
Mvuli Avenue,House,4,4,0,"Security, Parking",37500000,For Sale,2026-01-03
1,Apartment,3,3,15,"Security, Parking",80000,For Rent,2025-12-24
Kilimani,Apartment,2,2,2,"Security, Parking",125000,For Rent,2026-02-11
Waiyaki Way,Apartment,3,3,135,"Security, Parking",70000,For Rent,2025-12-06
Vipingo,House,4,4,0,"Security, Parking",35000000,For Sale,2025-12-03
